cycle,first(math_TB).S,first(math_TB).I,first(math_TB).Le,first(math_TB).Lf,first(math_TB).T,first(math_TB).K,first(math_TB).R1,first(math_TB).R2
167,395.4623668689046,0.00000004643217234,0.00000001631754701,0.0000000131983819,0.00000000093277115,0.00000000279831345,18.29080840116879,5.4436929765382915
168,395.8862367059485,0.00000003794291955,0.00000001333593415,0.0000000107886077,0.00000000076253341,0.00000000228760022,17.853448125851905,5.3135262279320825
169,396.29997119173254,0.00000003100001837,0.0000000108970797,0.0000000088171132,0.00000000062324393,0.00000000186973178,17.426545777541318,5.186471957601557
170,396.7038126768028,0.0000000253229648,0.0000000089026006,0.00000000720453144,0.00000000050930117,0.00000000152790351,17.009851292537054,5.0624557418264775
171,397.0979977168693,0.00000002068189979,0.00000000727186227,0.0000000058857977,0.00000000041611245,0.00000000124833734,16.603120586385717,4.941404936424301
172,397.4827572113509,0.00000001688851345,0.00000000593879399,0.00000000480758639,0.00000000033991324,0.00000000101973972,16.206115410934203,4.8232486342065855
173,397.85831653860487,0.00000001378857323,0.00000000484927219,0.00000000392620437,0.00000000027761867,0.00000000083285602,15.818603214796656,4.707917623451362
174,398.22489568792946,0.00000001125578783,0.00000000395897107,0.0000000032058601,0.00000000022670147,0.0000000006801044,15.44035700715408,4.595344347367265
175,398.5827093884096,0.00000000918676988,0.00000000323159776,0.00000000261724191,0.00000000018509166,0.00000000055527497,15.071155224807603,4.485462864526053
176,398.93196723468765,0.00000000749690172,0.00000000263744351,0.00000000213635063,0.00000000015109426,0.00000000045328277,14.71078160240792,4.378208810240436
177,399.2728738097258,0.00000000611694345,0.00000000215219486,0.00000000174354138,0.00000000012332167,0.000000000369965,14.359025045785733,4.273519358864779
178,399.6056288046375,0.00000000499025078,0.00000000175595824,0.00000000142273722,0.00000000010063818,0.00000000030191455,14.015679508309212,4.171333186996764
179,399.9304271356518,0.00000000407049368,0.00000000143246006,0.0000000011607841,0.00000000008211449,0.00000000024634347,13.680543870196553,4.071590437558471
180,400.2474590582836,0.00000000331978625,0.00000000116839084,0.00000000094692177,0.00000000006699031,0.00000000020097094,13.35342182071309,3.97423268473601
181,400.5569102787729,0.00000000270715397,0.00000000095286759,0.00000000077235006,0.00000000005464381,0.00000000016393143,13.034121743184274,3.879202899757199
182,400.8589620628647,0.000000002207278,0.0000000007769932,0.00000000062987329,0.00000000004456646,0.00000000013369939,12.722456602757475,3.786445417487318
183,401.1537913419825,0.00000000179946648,0.00000000063349555,0.00000000051360895,0.00000000003634253,0.00000000010902758,12.41824383684674,3.695905903823411
184,401.4415708168675,0.00000000146681219,0.00000000051643182,0.00000000041874902,0.00000000002963216,0.00000000008889647,12.121305248196771,3.607531323868065
185,401.7224690587376,0.00000000119550287,0.00000000042094647,0.0000000003413644,0.00000000002415761,0.00000000007247283,11.831466900503367,3.521269910864077
186,401.99665060803056,0.00000000097425672,0.00000000034307298,0.0000000002782449,0.00000000001969195,0.00000000005907584,11.548559016529465,3.4370711358718413
187,402.26427607078347,0.00000000079386041,0.00000000027957172,0.00000000022676817,0.00000000001604976,0.00000000004814929,11.272415878656975,3.3548856781716934
188,402.52550221271025,0.00000000064679115,0.00000000022779715,0.00000000018479243,0.00000000001307962,0.00000000003923887,11.002875731816427,3.274665396373912
189,402.78048205102766,0.00000000052690754,0.0000000001855893,0.00000000015056871,0.00000000001065785,0.00000000003197356,10.739780688737433,3.1963633002194527
190,403.02936494408624,0.00000000042919668,0.00000000015118487,0.00000000012266903,0.00000000000868347,0.00000000002605041,10.482976637464663,3.11993352305494
191,403.27229667886087,0.0000000003495675,0.0000000001231447,0.00000000009992774,0.00000000000707404,0.00000000002122211,10.232313151085036,3.045331294965766
192,403.5094195563462,0.00000000028468176,0.00000000010029429,0.00000000008139341,0.00000000000576226,0.00000000001728678,9.987643399613411,2.9725129165515884
193,403.74087247490996,0.0000000002318159,0.00000000008167534,0.00000000006628964,0.00000000000469322,0.00000000001407966,9.748824063985094,2.9014357333288756
194,403.9667910116565,0.00000000018874823,0.00000000006650602,0.00000000005398292,0.00000000000382211,0.00000000001146632,9.515715252104915,2.83205811074549
